product_id,product_name,category,subcategory,brand,price,rating,review_count,description,features,availability
PHN003,"Samsung Galaxy S24 Ultra (512GB, Titanium Gray)",Smartphone,Flagship,Samsung,139999.0,4.8,2900,"Galaxy AI, 200MP Quad Camera, Snapdragon 8 Gen 3, S-Pen included, 6.8-inch QHD+ 120Hz","[""512GB Storage"", ""12GB RAM"", ""Snapdragon 8 Gen 3"", ""200MP Camera"", ""S-Pen"", ""5000mAh""]",True
PHN004,"Samsung Galaxy S23 FE (128GB, Mint)",Smartphone,Premium Mid-range,Samsung,39999.0,4.3,5600,"50MP Triple Camera with OIS, Exynos 2200, 6.4-inch Dynamic AMOLED 2X 120Hz, IP68","[""128GB Storage"", ""8GB RAM"", ""AMOLED 120Hz"", ""50MP OIS"", ""IP68"", ""Wireless Charging""]",True
PHN005,"OnePlus 12 (256GB, Silky Black, 12GB RAM)",Smartphone,Flagship,OnePlus,64999.0,4.6,4100,"Snapdragon 8 Gen 3, 4th Gen Hasselblad Camera, 5400mAh Battery, 100W SUPERVOOC charging","[""256GB Storage"", ""12GB RAM"", ""Snapdragon 8 Gen 3"", ""Hasselblad 50MP"", ""100W Fast Charge"", ""5400mAh""]",True
PHN006,"OnePlus Nord CE 4 (128GB, Celadon Marble, 8GB RAM)",Smartphone,Mid-range,OnePlus,24999.0,4.4,9400,"Snapdragon 7 Gen 3, 100W SuperVOOC, 5500mAh battery, 50MP Sony LYT-600 with OIS","[""128GB Storage"", ""8GB RAM"", ""Snapdragon 7 Gen 3"", ""100W Charging"", ""5500mAh"", ""120Hz AMOLED""]",True
PHN007,"Google Pixel 8 (128GB, Hazel)",Smartphone,Flagship,Google,62999.0,4.5,2100,"Google Tensor G3, Best-in-class computational photography, 7 years OS updates, Actua OLED","[""128GB Storage"", ""8GB RAM"", ""Tensor G3"", ""50MP AI Camera"", ""7yr Updates"", ""120Hz OLED""]",True
PHN008,"Google Pixel 7a (128GB, Charcoal)",Smartphone,Mid-range,Google,34999.0,4.3,7300,"Google Tensor G2, 64MP Camera with Night Sight, Wireless Charging, IP67 water resistance","[""128GB Storage"", ""8GB RAM"", ""Tensor G2"", ""64MP Camera"", ""Wireless Charging"", ""IP67""]",True
PHN009,"Xiaomi 14 (512GB, Jade Green, 12GB RAM)",Smartphone,Flagship,Xiaomi,69999.0,4.6,1450,"Leica Summilux Optical Lens, Snapdragon 8 Gen 3, Compact 6.36-inch 120Hz LTPO OLED","[""512GB Storage"", ""12GB RAM"", ""Snapdragon 8 Gen 3"", ""Leica 50MP"", ""90W Fast Charge""]",True
PHN010,"Redmi Note 13 Pro+ 5G (256GB, Fusion Purple)",Smartphone,Mid-range,Xiaomi,29999.0,4.3,12300,"200MP OIS Camera, Curved 1.5K AMOLED Display, 120W HyperCharge, IP68 water resistance","[""256GB Storage"", ""8GB RAM"", ""200MP OIS"", ""120W HyperCharge"", ""IP68"", ""120Hz Curved AMOLED""]",True
PHN011,"Realme 12 Pro+ 5G (256GB, Submarine Blue)",Smartphone,Mid-range,Realme,28999.0,4.4,6700,"64MP Periscope Portrait Camera, Snapdragon 7s Gen 2, Luxury watch design with vegan leather","[""256GB Storage"", ""8GB RAM"", ""64MP Periscope Zoom"", ""Snapdragon 7s Gen 2"", ""67W Charge""]",True
PHN012,"Motorola Edge 50 Pro (256GB, Luxe Lavender)",Smartphone,Premium Mid-range,Motorola,31999.0,4.5,4800,"Pantone Validated 1.5K 144Hz pOLED, Snapdragon 7 Gen 3, 125W TurboPower + 50W Wireless","[""256GB Storage"", ""12GB RAM"", ""144Hz pOLED"", ""125W Fast Charge"", ""50W Wireless"", ""IP68""]",True
PHN013,"Nothing Phone (2) (128GB, Dark Grey, 8GB RAM)",Smartphone,Upper Mid-range,Nothing,36999.0,4.4,3900,"Glyph Interface LED lighting, Snapdragon 8+ Gen 1, Nothing OS 2.5, Dual 50MP Sony sensors","[""128GB Storage"", ""8GB RAM"", ""Snapdragon 8+ Gen 1"", ""Glyph Interface"", ""Dual 50MP"", ""120Hz OLED""]",True
PHN014,"POCO X6 Pro 5G (256GB, Racing Yellow, 8GB RAM)",Smartphone,Performance,POCO,23999.0,4.4,15800,"MediaTek Dimensity 8300-Ultra, WildBoost Gaming 2.0, 1.5K 120Hz AMOLED, 67W Turbo Charge","[""256GB Storage"", ""8GB RAM"", ""Dimensity 8300 Ultra"", ""1.5K AMOLED"", ""67W Fast Charge"", ""5000mAh""]",True
PHN015,"Samsung Galaxy A15 5G (128GB, Blue, 6GB RAM)",Smartphone,Budget,Samsung,16499.0,4.1,8900,"50MP Triple Camera, 90Hz Super AMOLED Display, 5000mAh Battery, Knox Security","[""128GB Storage"", ""6GB RAM"", ""90Hz Super AMOLED"", ""50MP Camera"", ""5000mAh""]",True
AUD001,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,Audio,Over-Ear Headphones,Sony,28990.0,4.7,5800,"Industry-leading Active Noise Cancellation with Auto NC Optimizer, 30hr battery, Speak-to-chat","[""Active Noise Cancellation"", ""30hr Battery"", ""LDAC Hi-Res Audio"", ""Multipoint Bluetooth"", ""Fast Charge""]",True
AUD002,Bose QuietComfort 45 Bluetooth Wireless Headphones,Audio,Over-Ear Headphones,Bose,24900.0,4.6,3100,"Acoustic Noise Cancelling, Quiet and Aware modes, TriPort acoustic architecture, 24hr battery","[""Active Noise Cancellation"", ""24hr Battery"", ""TriPort Audio"", ""USB-C"", ""Lightweight Comfort""]",True
AUD003,Apple AirPods Pro (2nd Generation with USB-C),Audio,TWS Earbuds,Apple,23990.0,4.8,12400,"Up to 2x more Active Noise Cancellation, Adaptive Audio, Personalized Spatial Audio, MagSafe USB-C","[""Active Noise Cancellation"", ""Spatial Audio"", ""Transparency Mode"", ""30hr Battery Case"", ""IP54"", ""MagSafe""]",True
AUD004,Sony WF-1000XM5 Truly Wireless Earbuds,Audio,TWS Earbuds,Sony,21990.0,4.5,1950,"Dual processor Active Noise Cancellation, Dynamic Driver X, Bone conduction sensors, AI call mic","[""Active Noise Cancellation"", ""LDAC Hi-Res"", ""24hr Battery"", ""Wireless Charging"", ""IPX4""]",True
AUD005,Sennheiser Momentum 4 Wireless Headphones,Audio,Over-Ear Headphones,Sennheiser,29990.0,4.7,1420,"Audiophile-inspired 42mm transducer system, Unrivaled 60-hour battery life, Adaptive ANC","[""60hr Battery Life"", ""Adaptive Noise Cancellation"", ""42mm Transducer"", ""AptX Adaptive""]",True
AUD006,OnePlus Buds Pro 2 (Obsidian Black),Audio,TWS Earbuds,OnePlus,8999.0,4.4,6300,"MelodyBoost Dual Drivers co-created with Dynaudio, 48dB Smart Adaptive ANC, Spatial Audio","[""48dB ANC"", ""Spatial Audio"", ""Dynaudio Tuning"", ""39hr Battery"", ""LHDC 4.0 Hi-Res""]",True
AUD007,JBL Live 660NC Wireless Over-Ear NC Headphones,Audio,Over-Ear Headphones,JBL,7999.0,4.3,4800,"JBL Signature Sound with 40mm drivers, Adaptive Noise Cancelling, Up to 50 hours battery","[""Active Noise Cancellation"", ""50hr Battery"", ""JBL Signature Sound"", ""Ambient Aware""]",True
AUD008,boAt Nirvana Ion Truly Wireless Earbuds,Audio,TWS Earbuds,boAt,1999.0,4.2,28500,"Massive 120 hours total playback, Dual EQ modes (HiFi & Bass), Quad mics with ENx technology","[""120hr Playback"", ""Dual EQ Modes"", ""Quad Mics ENC"", ""Low Latency Beast Mode"", ""IPX4""]",True
AUD009,Realme Buds Air 5 Pro (Sunrise City),Audio,TWS Earbuds,Realme,4499.0,4.5,9200,"50dB Active Noise Cancellation, 11mm Bass + 6mm Micro-planar tweeters, 40hr Battery, LDAC","[""50dB Active Noise Cancellation"", ""Dual Drivers"", ""LDAC Hi-Res"", ""40hr Battery"", ""40ms Latency""]",True
AUD010,Marshall Major IV Wireless Bluetooth On-Ear Headphones,Audio,On-Ear Headphones,Marshall,11999.0,4.6,2300,"Iconic Marshall custom-tuned dynamic drivers, 80+ solid hours of wireless playtime, Wireless charging","[""80+ Hours Battery"", ""Wireless Charging"", ""Custom Tuned Audio"", ""Foldable Classic Design""]",True
WAT001,"Apple Watch Series 9 GPS (45mm, Midnight Aluminum)",Wearables,Smartwatch,Apple,44900.0,4.8,4100,"S9 SiP chip, Double tap gesture, Brighter 2000-nit display, ECG app, Blood oxygen sensor","[""S9 Chip"", ""Double Tap Gesture"", ""ECG"", ""Blood Oxygen"", ""2000-nit OLED"", ""18hr Battery"", ""Crash Detection""]",True
WAT002,"Apple Watch SE (2nd Gen, GPS 44mm, Starlight)",Wearables,Smartwatch,Apple,27900.0,4.6,6800,"Heart rate tracking, Crash Detection, Sleep Stages, Water resistant 50m, Retina Display","[""Heart Rate Monitor"", ""Crash Detection"", ""Sleep Tracking"", ""50m Water Resistance"", ""Retina OLED""]",True
WAT003,"Samsung Galaxy Watch6 Bluetooth (44mm, Graphite)",Wearables,Smartwatch,Samsung,21999.0,4.5,3400,"Advanced sleep coaching, Body composition analysis (BIA), Sapphire Crystal glass, Wear OS powered","[""Sleep Coaching"", ""BIA Body Analysis"", ""Sapphire Glass"", ""WearOS Apps"", ""ECG"", ""5ATM Water Resistant""]",True
WAT004,Garmin Forerunner 265 Running Smartwatch,Wearables,Fitness Watch,Garmin,48990.0,4.8,720,"Vibrant AMOLED touchscreen, Training readiness score, Morning report, Multi-band GPS, 13-day battery","[""13-day Battery"", ""Multi-band GPS"", ""AMOLED Touchscreen"", ""Training Readiness"", ""VO2 Max"", ""Heart Rate""]",True
WAT005,Amazfit GTR 4 Smartwatch (SuperSpeed Black),Wearables,Smartwatch,Amazfit,16999.0,4.4,4500,"Dual-band circularly-polarized GPS, 150+ Sports modes, 14-day battery life, Bluetooth phone calls","[""14-day Battery"", ""Dual-band GPS"", ""1.43-inch AMOLED"", ""Bluetooth Calling"", ""150+ Sports Modes""]",True
WAT006,"OnePlus Watch 2 (Radiant Steel, 46mm)",Wearables,Smartwatch,OnePlus,22999.0,4.6,1800,"Dual-Engine Architecture with Snapdragon W5 + BES2700, Up to 100 hours battery life in Smart Mode","[""100hr Battery in Smart Mode"", ""WearOS 4"", ""Snapdragon W5"", ""Sapphire Crystal"", ""Dual-frequency GPS""]",True
WAT007,Noise ColorFit Pro 5 Max Smart Watch (Jet Black),Wearables,Smartwatch,Noise,4499.0,4.2,16400,"1.96-inch AMOLED display, Post-training metrics (VO2 max, recovery time), Rapid SOS, BT calling","[""1.96-inch AMOLED"", ""Bluetooth Calling"", ""VO2 Max"", ""7-day Battery"", ""IP68 Water Resistant""]",True
WAT008,Fitbit Charge 6 Fitness Tracker (Obsidian / Black),Wearables,Fitness Tracker,Fitbit,14999.0,4.3,1900,"Built-in GPS, YouTube Music controls, Google Maps navigation, ECG app, 7-day battery life","[""Built-in GPS"", ""ECG App"", ""Google Maps on wrist"", ""7-day Battery"", ""Stress Management SpO2""]",True
ACC001,LG UltraGear 27-inch QHD Nano IPS Gaming Monitor (27GP850),Accessories,Monitor,LG,29999.0,4.6,3800,"27-inch 2560x1440 Nano IPS, 165Hz (OC 180Hz), 1ms GtG response time, NVIDIA G-Sync Compatible","[""27-inch QHD 2K"", ""Nano IPS"", ""180Hz Refresh Rate"", ""1ms GtG"", ""HDR400"", ""G-Sync Compatible""]",True
ACC002,Dell UltraSharp 27 4K USB-C Hub Monitor (U2723QE),Accessories,Monitor,Dell,54990.0,4.8,1250,"27-inch 4K UHD IPS Black technology, 2000:1 contrast ratio, 90W USB-C Power Delivery hub, RJ45","[""27-inch 4K UHD"", ""IPS Black"", ""90W USB-C Hub"", ""98% DCI-P3"", ""Height Adjustable Stand""]",True
ACC003,Logitech MX Master 3S Wireless Performance Mouse,Accessories,Mouse,Logitech,8995.0,4.8,14800,"Quiet clicks, 8000 DPI track-on-glass sensor, MagSpeed electromagnetic scrolling, USB-C recharge","[""8000 DPI Sensor"", ""Quiet Clicks"", ""MagSpeed Wheel"", ""70-day Battery"", ""Multi-Device Flow Bluetooth""]",True
ACC004,Keychron K2 V2 Wireless Mechanical Keyboard (Brown Switch),Accessories,Keyboard,Keychron,7499.0,4.7,3900,"75% compact layout, Gateron G Pro Mechanical switches, Mac & Windows layout, RGB backlit, Bluetooth 5.1","[""75% Layout"", ""Mechanical Brown Switches"", ""RGB Backlit"", ""Mac & Windows compatible"", ""4000mAh Battery""]",True
ACC005,Logitech MX Mechanical Wireless Illuminated Keyboard,Accessories,Keyboard,Logitech,15995.0,4.7,2100,"Low-profile tactile mechanical switches, Smart illumination backlighting, Multi-OS connectivity","[""Tactile Quiet Switches"", ""Smart Backlit"", ""Multi-Device Bluetooth"", ""USB-C Fast Charge""]",True
ACC006,SanDisk Extreme 1TB Portable External SSD (Up to 1050MB/s),Accessories,Storage,SanDisk,9999.0,4.6,11200,"NVMe solid state performance with 1050MB/s read and 1000MB/s write speeds, IP65 water/dust resistance","[""1TB NVMe SSD"", ""1050MB/s Speed"", ""IP65 Water & Dust Resistant"", ""2m Drop Protection"", ""USB-C""]",True
